,Alcaldia,Colonia,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Cocina_equip,Gimnasio,Amueblado,Alberca,Terraza,Elevador,m2_construido,Baños,Recamaras,Lugares_estac,Precio_m2,Cluster Labels,Conglomerados,NivelSocioEconomico
358,Tlalpan,Miguel Hidalgo,1.394145868,4.602689024,40.26138524,16.53082059,27.88269774,3.714119071,3.909596219,0.07706095,6.224293847,36.76328842,1,1,0,0,1,0,105,2,3,3,3100,1,MedioAlto,Medio
359,Iztapalapa,Churubusco,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,1,71,1,2,1,1470,2,MedioBajo,Medio
360,Cuahtemoc,Cuauhtemoc,0.903102939,6.775808669,42.08900539,12.23355674,26.82689384,1.703202069,0.10980282,0.047522468,6.214708064,30.68072239,0,0,0,0,1,0,119,2,2,1,6700,1,MedioAlto,Medio
361,Tlahuac,Santiago Zapotitlan,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,56,1,2,1,671,2,MedioBajo,Medio
362,Venustiano Carranza,Nicolás Bravo,1.024372742,6.37400969,43.62497337,16.35122504,28.24529055,2.280092264,0.055234173,0.03580462,8.154876925,39.08365943,1,0,0,0,0,1,54,1,2,1,899,2,MedioBajo,Medio
363,Tlahuac,Los olivos,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,1,0,0,0,0,0,44,1,2,0,235.84,2,MedioBajo,Medio
364,Tlahuac,Villa centroamericana ,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,54,1,2,1,1100,2,MedioBajo,Medio
365,Tlahuac,La draga,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,1,0,0,0,0,0,55,1,2,1,750,2,MedioBajo,Medio
366,Tlalpan,San Nicolás,1.394145868,4.602689024,40.26138524,16.53082059,27.88269774,3.714119071,3.909596219,0.07706095,6.224293847,36.76328842,1,1,0,0,1,1,122,3,2,2,3316.41,1,MedioAlto,Medio
367,Iztacalco,Granjas México,1.131622927,4.465611975,41.42211791,16.97443716,26.9715019,2.917394265,0.073497157,0.051385442,7.678413919,39.09502462,1,1,0,0,1,1,57,2,2,1,2093,2,MedioBajo,Medio
368,Cuahtemoc,Rio Niagara,0.903102939,6.775808669,42.08900539,12.23355674,26.82689384,1.703202069,0.10980282,0.047522468,6.214708064,30.68072239,1,0,0,0,1,1,90,2,1,1,5900,1,MedioAlto,Medio
369,Venustiano Carranza,Arenal 1a Sección,1.024372742,6.37400969,43.62497337,16.35122504,28.24529055,2.280092264,0.055234173,0.03580462,8.154876925,39.08365943,1,0,0,0,0,0,42,1,2,1,378.06,2,MedioBajo,Medio
370,Xochimilco,San Lorenzo Atemoaya,2.300547234,4.569400517,46.6843621,21.301165,32.13841053,6.805506663,10.2097709,0.172422716,8.252036123,50.05516279,1,0,0,0,0,0,65,1,2,1,1190,2,MedioBajo,Medio
371,Cuahtemoc,Condesa,0.903102939,6.775808669,42.08900539,12.23355674,26.82689384,1.703202069,0.10980282,0.047522468,6.214708064,30.68072239,1,0,0,0,0,1,120,3,3,1,5500,1,MedioAlto,Medio
372,Cuajimalpa,Santa Fe,1.550908649,5.758376509,44.36011892,18.8977341,24.41593758,4.172703474,0.428649601,0.061151295,6.675828044,39.64775501,1,0,0,0,1,1,229,3,3,3,8900,3,AltoBajo,Alto
373,Benito Juárez,Santa Cruz Atoyac,0.351537719,6.230001723,31.69590681,6.071808901,20.07138209,0.476854065,0.025016823,0.019991669,3.169090089,15.14962654,1,1,0,1,1,1,77,2,2,2,4100,1,MedioAlto,Medio
374,Cuahtemoc,Juárez,0.903102939,6.775808669,42.08900539,12.23355674,26.82689384,1.703202069,0.10980282,0.047522468,6.214708064,30.68072239,1,0,0,0,1,1,71,2,2,1,5151.4,1,MedioAlto,Medio
375,Miguel Hidalgo,Lomas Altas,0.611027409,5.569241584,35.5429182,10.4994843,18.45722734,1.058462729,0.068490591,0.026193904,4.49714015,20.12386776,1,1,0,0,1,1,256,4,3,3,16000,3,AltoBajo,Alto
376,Benito Juárez,Narvarte,0.351537719,6.230001723,31.69590681,6.071808901,20.07138209,0.476854065,0.025016823,0.019991669,3.169090089,15.14962654,1,0,0,0,0,1,137,3,3,2,6750,1,MedioAlto,Medio
377,Iztapalapa,Las Américas,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,46,1,2,1,950,2,MedioBajo,Medio
378,Iztapalapa,Lomas Estrella,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,61,1,2,1,622.52,2,MedioBajo,Medio
379,La Magdalena Contreras,Santa Teresa,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,1,0,0,1,1,131,2,3,2,6300,1,MedioAlto,Medio
380,Benito Juárez,Acacias,0.351537719,6.230001723,31.69590681,6.071808901,20.07138209,0.476854065,0.025016823,0.019991669,3.169090089,15.14962654,1,0,0,0,1,1,71,2,2,2,5282.376,1,MedioAlto,Medio
381,Coyoacan,Ajusco,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,0,0,0,0,0,64,2,2,0,2178,2,MedioBajo,Medio
382,Alvaro Obregon,San Angel,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,107,2,3,2,5300,1,MedioAlto,Medio
383,Tlahuac,Los olivos,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,1,0,0,0,0,0,50,1,2,1,780,2,MedioBajo,Medio
384,Cuajimalpa,Bosques de las Lomas,1.550908649,5.758376509,44.36011892,18.8977341,24.41593758,4.172703474,0.428649601,0.061151295,6.675828044,39.64775501,1,1,0,1,1,1,300,3,3,3,11900,3,AltoBajo,Alto
385,La Magdalena Contreras,San Jerónimo Líndice,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,1,0,0,1,1,250,3,4,3,5900,1,MedioAlto,Medio
386,Miguel Hidalgo,Polanco,0.611027409,5.569241584,35.5429182,10.4994843,18.45722734,1.058462729,0.068490591,0.026193904,4.49714015,20.12386776,1,0,0,0,1,1,217,2,3,2,11950,3,AltoBajo,Alto
387,Gustavo A. Madero,Jorge Negrete,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,40,1,2,1,774,2,MedioBajo,Medio
388,Tlahuac,Santa Ana Poniente ,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,66,1,2,1,990,2,MedioBajo,Medio
389,Iztacalco,Iztacalco,1.131622927,4.465611975,41.42211791,16.97443716,26.9715019,2.917394265,0.073497157,0.051385442,7.678413919,39.09502462,1,0,0,0,0,0,75,1,3,1,617.505,2,MedioBajo,Medio
390,Alvaro Obregon,Alcantarilla,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,400,4.5,3,4,13500,3,AltoBajo,Alto
391,Tlalpan,Lomas del Pedregal,1.394145868,4.602689024,40.26138524,16.53082059,27.88269774,3.714119071,3.909596219,0.07706095,6.224293847,36.76328842,1,1,0,0,1,1,230,3,3,2,14990,3,AltoBajo,Alto
392,Alvaro Obregon,Santa fe,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,129,2,2,2,6700,1,MedioAlto,Medio
393,Gustavo A. Madero,Tepeyac Insurgentes,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,91,1,3,1,816,2,MedioBajo,Medio
394,La Magdalena Contreras,Lomas Quebradas,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,1,0,0,1,1,126,2,2,2,5975,1,MedioAlto,Medio
395,Venustiano Carranza,Nicolás Bravo,1.024372742,6.37400969,43.62497337,16.35122504,28.24529055,2.280092264,0.055234173,0.03580462,8.154876925,39.08365943,1,0,0,0,0,1,65,1,2,1,593.6,2,MedioBajo,Medio
396,Venustiano Carranza,Moctezuma 1a Sección,1.024372742,6.37400969,43.62497337,16.35122504,28.24529055,2.280092264,0.055234173,0.03580462,8.154876925,39.08365943,1,0,0,0,0,0,50,1,1,0,800,2,MedioBajo,Medio
397,Tlahuac,Miguel Hidalgo,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,1,0,0,0,0,0,50,1,2,1,785,2,MedioBajo,Medio
398,Iztapalapa,San Lorenzo Xicotencatl,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,1,0,68,1,3,1,1595,2,MedioBajo,Medio
399,Tlahuac,Miguel Hidalgo ,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,54,1,2,1,1250,2,MedioBajo,Medio
400,Cuahtemoc,Roma Norte,0.903102939,6.775808669,42.08900539,12.23355674,26.82689384,1.703202069,0.10980282,0.047522468,6.214708064,30.68072239,1,0,0,0,0,0,200,2,2,2,6000,1,MedioAlto,Medio
401,Azcapotzalco,Ampliacion del Gas,0.962085555,5.968981133,38.9928995,15.50142067,20.60839823,1.83178199,0.458096977,0.03128955,7.574512784,35.21970538,1,1,0,1,1,1,68,2,2,1,2500,1,MedioAlto,Medio
402,Gustavo A. Madero,Martín Carrera,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,62,1,2,1,553.045,2,MedioBajo,Medio
403,Gustavo A. Madero,Lindavista,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,0,73,2,2,1,796.847,2,MedioBajo,Medio
404,Benito Juárez,Xoco,0.351537719,6.230001723,31.69590681,6.071808901,20.07138209,0.476854065,0.025016823,0.019991669,3.169090089,15.14962654,1,0,0,1,1,1,84,2.5,2,2,5822.567,1,MedioAlto,Medio
405,Alvaro Obregon,Santa Fe ,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,234,4,3,3,13000,3,AltoBajo,Alto
406,Gustavo A. Madero,San Juan de Aragón,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,65,1,2,1,820,2,MedioBajo,Medio
407,Gustavo A. Madero,Siete Maravillas,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,0,57,1,2,1,660.12,2,MedioBajo,Medio
408,Venustiano Carranza,Lorenzo Boturini,1.024372742,6.37400969,43.62497337,16.35122504,28.24529055,2.280092264,0.055234173,0.03580462,8.154876925,39.08365943,1,0,0,0,1,1,56,1,2,1,980.2,2,MedioBajo,Medio
409,Iztapalapa,San Nicolás Tolentino,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,80,1,3,1,759,2,MedioBajo,Medio
410,Iztapalapa,Tetepilco,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,70,1,2,1,840,2,MedioBajo,Medio
411,La Magdalena Contreras,Héroes de Padierna,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,1,0,1,1,1,447,4,4,3,15500,3,AltoBajo,Alto
412,Iztapalapa,Churubusco,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,1,1,0,0,0,70,1,3,1,1400,2,MedioBajo,Medio
413,Iztapalapa,El Prado,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,56,1,2,1,1750,2,MedioBajo,Medio
414,Iztapalapa,Progresista,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,60,1,2,1,850,2,MedioBajo,Medio
415,Gustavo A. Madero,El Olivo,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,90,1,2,1,440.123,2,MedioBajo,Medio
416,Alvaro Obregon,Las aguilas,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,137,2,3,2,6000,1,MedioAlto,Medio
417,Benito Juárez,Xoco,0.351537719,6.230001723,31.69590681,6.071808901,20.07138209,0.476854065,0.025016823,0.019991669,3.169090089,15.14962654,1,0,0,1,1,1,118,3,3,2,7505.686,1,MedioAlto,Medio
418,Iztapalapa,Santa Martha Acatitla,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,57,1,2,1,430,2,MedioBajo,Medio
419,Tlahuac,San Francisco Tlantenco ,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,65,2,2,1,1750,2,MedioBajo,Medio
420,Azcapotzalco,Nueva Santa maria,0.962085555,5.968981133,38.9928995,15.50142067,20.60839823,1.83178199,0.458096977,0.03128955,7.574512784,35.21970538,1,0,0,0,0,0,82,1,2,1,3465,1,MedioAlto,Medio
421,Cuahtemoc,Melchor Ocampo,0.903102939,6.775808669,42.08900539,12.23355674,26.82689384,1.703202069,0.10980282,0.047522468,6.214708064,30.68072239,1,0,0,0,1,1,64,1,1,0,3840,1,MedioAlto,Medio
422,Alvaro Obregon,La Otra banda,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,229,3,3,3,14000,3,AltoBajo,Alto
423,Coyoacan,El Reloj,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,1,0,1,1,1,35,1,1,1,1807.838,2,MedioBajo,Medio
424,Iztapalapa,San Juan Xalpa,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,56,1,2,1,368.94,2,MedioBajo,Medio
425,Iztapalapa,Granjas San Antonio,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,70,1,2,1,1096.715,2,MedioBajo,Medio
426,Iztapalapa,Lomas Estrella,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,70,1,2,1,645,2,MedioBajo,Medio
427,Miguel Hidalgo,Lomas de Chapultepec,0.611027409,5.569241584,35.5429182,10.4994843,18.45722734,1.058462729,0.068490591,0.026193904,4.49714015,20.12386776,1,1,0,0,1,1,220,3,3,3,11900,3,AltoBajo,Alto
428,Iztapalapa,Unidad Ejército Constitucionalista,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,45,1,2,1,535,2,MedioBajo,Medio
429,Miguel Hidalgo,Lomas de Chapultepec,0.611027409,5.569241584,35.5429182,10.4994843,18.45722734,1.058462729,0.068490591,0.026193904,4.49714015,20.12386776,1,0,0,0,1,0,340,3,3,4,14000,3,AltoBajo,Alto
430,Iztapalapa,San Lucas,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,49,1,2,1,1200,2,MedioBajo,Medio
431,Miguel Hidalgo,Escandón I,0.611027409,5.569241584,35.5429182,10.4994843,18.45722734,1.058462729,0.068490591,0.026193904,4.49714015,20.12386776,1,0,0,0,1,1,160,2,2,2,9936,3,AltoBajo,Alto
432,Iztapalapa,Granjas San Antonio,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,51,1,2,0,1250,2,MedioBajo,Medio
433,Coyoacan,Los Girasoles,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,0,0,0,0,0,106,1,3,1,2560,1,MedioAlto,Medio
434,Azcapotzalco,Aldana Azcapotzalco,0.962085555,5.968981133,38.9928995,15.50142067,20.60839823,1.83178199,0.458096977,0.03128955,7.574512784,35.21970538,1,0,0,0,1,1,53,1,2,1,2199,2,MedioBajo,Medio
435,Iztapalapa,Lomas de San Loerenzo,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,60,1,3,1,572.6,2,MedioBajo,Medio
436,Alvaro Obregon,San Pedro de los pinos,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,0,1,1,101,2,3,1,5254.799,1,MedioAlto,Medio
437,Gustavo A. Madero,La Laguna Ticomán,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,86,1,3,1,428,2,MedioBajo,Medio
438,Cuahtemoc,Roma Sur,0.903102939,6.775808669,42.08900539,12.23355674,26.82689384,1.703202069,0.10980282,0.047522468,6.214708064,30.68072239,1,0,0,0,1,1,83,2,2,2,3700,1,MedioAlto,Medio
439,Alvaro Obregon,San Angel,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,77,2,2,2,3880,1,MedioAlto,Medio
440,Iztapalapa,Paraje San Juan,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,69,1,2,1,408,2,MedioBajo,Medio
441,Gustavo A. Madero,Gustavo A. Madero,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,0,65,1,2,1,683.697,2,MedioBajo,Medio
442,Miguel Hidalgo,Escandón I,0.611027409,5.569241584,35.5429182,10.4994843,18.45722734,1.058462729,0.068490591,0.026193904,4.49714015,20.12386776,1,0,0,0,1,1,123,2,2,2,8280,1,MedioAlto,Medio
443,Gustavo A. Madero,Gabriel Hernández,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,65,1,2,1,406.599,2,MedioBajo,Medio
444,Alvaro Obregon,Santa Fe,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,200,4,3,2,9950,3,AltoBajo,Alto
445,Milpa alta,SL ,2.799420544,3.813899498,51.22951437,23.45615717,30.32311029,8.532997867,6.465903091,0.227029432,13.05936402,63.96923938,0,0,0,0,0,0,50,2,4,2,903.454,2,MedioBajo,Medio
446,Iztapalapa,Lomas de San Loerenzo,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,1,0,0,0,53,1,2,1,990,2,MedioBajo,Medio
447,Iztapalapa,Presidentes de México,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,55,1,2,1,606.52,2,MedioBajo,Medio
448,Venustiano Carranza,Nicolás Bravo,1.024372742,6.37400969,43.62497337,16.35122504,28.24529055,2.280092264,0.055234173,0.03580462,8.154876925,39.08365943,1,0,0,0,0,1,80,1,2,1,569.5,2,MedioBajo,Medio
449,Xochimilco,Nativitas,2.300547234,4.569400517,46.6843621,21.301165,32.13841053,6.805506663,10.2097709,0.172422716,8.252036123,50.05516279,1,0,0,0,0,0,60,1,2,1,1100,2,MedioBajo,Medio
450,Coyoacan,Pedregal de Santo Domingo,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,0,0,0,1,1,111,2,3,1,3450,1,MedioAlto,Medio
451,Tlahuac,Francisco Landino,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,51,1,2,1,1285,2,MedioBajo,Medio
452,Venustiano Carranza,Zona Centro,1.024372742,6.37400969,43.62497337,16.35122504,28.24529055,2.280092264,0.055234173,0.03580462,8.154876925,39.08365943,1,0,0,0,0,0,55,1,2,0,720,2,MedioBajo,Medio
453,Venustiano Carranza,Moctezuma 2a Sección,1.024372742,6.37400969,43.62497337,16.35122504,28.24529055,2.280092264,0.055234173,0.03580462,8.154876925,39.08365943,1,0,0,0,0,1,46,1,2,1,965,2,MedioBajo,Medio
454,Alvaro Obregon,San Angel inn,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,0,1,1,41,1,1,0,3212.536,1,MedioAlto,Medio
455,Venustiano Carranza,Nicolás Bravo,1.024372742,6.37400969,43.62497337,16.35122504,28.24529055,2.280092264,0.055234173,0.03580462,8.154876925,39.08365943,1,0,0,0,0,1,64,1,2,1,812,2,MedioBajo,Medio
456,Tlalpan,Héroes de Padierna,1.394145868,4.602689024,40.26138524,16.53082059,27.88269774,3.714119071,3.909596219,0.07706095,6.224293847,36.76328842,1,1,0,0,1,1,210,3,3,3,650,2,MedioBajo,Medio
457,Iztapalapa,Fuentes de Zaragoza,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,57,1,2,1,890,2,MedioBajo,Medio
458,Alvaro Obregon,Cañada,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,0,0,0,1,1,80,2,2,2,5500,1,MedioAlto,Medio
459,Benito Juárez,Postal,0.351537719,6.230001723,31.69590681,6.071808901,20.07138209,0.476854065,0.025016823,0.019991669,3.169090089,15.14962654,1,0,0,0,1,1,57,1,1,0,1446,2,MedioBajo,Medio
460,Iztapalapa,Tepalcates,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,63,1,2,1,1530.001,2,MedioBajo,Medio
461,Venustiano Carranza,General Ignacio Zaragoza,1.024372742,6.37400969,43.62497337,16.35122504,28.24529055,2.280092264,0.055234173,0.03580462,8.154876925,39.08365943,1,0,0,0,0,1,55,1,2,0,665,2,MedioBajo,Medio
462,Iztapalapa,Tapalcates,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,52,1,2,1,1050,2,MedioBajo,Medio
463,Alvaro Obregon,Los alpes,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,1,1,1,1,140,2.5,3,3,7561.223,1,MedioAlto,Medio
464,Alvaro Obregon,Florida,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,0,0,0,1,1,125,3,3,1,8190,1,MedioAlto,Medio
465,Azcapotzalco,Nueva Santa maria,0.962085555,5.968981133,38.9928995,15.50142067,20.60839823,1.83178199,0.458096977,0.03128955,7.574512784,35.21970538,1,0,0,0,0,1,55,1,2,1,2350,2,MedioBajo,Medio
466,Xochimilco,La Noria,2.300547234,4.569400517,46.6843621,21.301165,32.13841053,6.805506663,10.2097709,0.172422716,8.252036123,50.05516279,0,0,0,0,1,0,55,1,2,1,1450,2,MedioBajo,Medio
467,Tlahuac,Miguel Hidalgo ,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,1,0,0,0,0,0,51,1,2,1,1225,2,MedioBajo,Medio
468,Alvaro Obregon,Flor de Maria,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,0,0,0,1,1,180,2,2,3,7200,1,MedioAlto,Medio
469,Alvaro Obregon,Santa Fe,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,157,3,3,2,6600,1,MedioAlto,Medio
470,Iztapalapa,San Nicolás Tolentino,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,61,1,2,1,701.7,2,MedioBajo,Medio
471,Cuajimalpa,Bosques de las Lomas,1.550908649,5.758376509,44.36011892,18.8977341,24.41593758,4.172703474,0.428649601,0.061151295,6.675828044,39.64775501,1,0,0,0,1,1,240,3,3,3,11000,3,AltoBajo,Alto
472,Iztapalapa,Cerro de la estrella,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,46,1,2,1,920,2,MedioBajo,Medio
473,Gustavo A. Madero,San Bartolo Atepehucan,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,116,1.5,4,1,998.094,2,MedioBajo,Medio
474,Gustavo A. Madero,Campestre Aragón,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,57,1,2,1,758,2,MedioBajo,Medio
475,Tlahuac,San Juan,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,94,1,2,1,1077.5,2,MedioBajo,Medio
476,Iztapalapa,Constitución,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,60,1,2,1,1400,2,MedioBajo,Medio
